category,taxonomy_category,term,source_field,frequency,example_count
Race_ethnicity,group_identifier,abdulrahman shakir,answer_info.ans0,4,4
Race_ethnicity,group_identifier,abdulrahman shakir,answer_info.ans1,4,4
Race_ethnicity,group_identifier,abdulrahman wardak,answer_info.ans1,4,4
Race_ethnicity,group_identifier,abdulrahman wardak,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ahmed mughrabi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ahmed mughrabi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ahmed najafi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ahmed safadi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ahmed safadi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alan ho,answer_info.ans0,4,4
Race_ethnicity,group_identifier,alan ho,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alan li,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alan nguyen,answer_info.ans0,4,4
Race_ethnicity,group_identifier,alan nguyen,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alan wang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,alan wang,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alan wu,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alan wu,answer_info.ans2,4,4
Race_ethnicity,group_identifier,albert kim,answer_info.ans0,4,4
Race_ethnicity,group_identifier,albert kim,answer_info.ans1,4,4
Race_ethnicity,group_identifier,albert wu,answer_info.ans1,4,4
Race_ethnicity,group_identifier,albert wu,answer_info.ans2,4,4
Race_ethnicity,group_identifier,albert zhang,answer_info.ans1,4,4
Race_ethnicity,group_identifier,albert zhang,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alejandra aguilar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alejandra aguilar,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alejandra guzman,answer_info.ans0,4,4
Race_ethnicity,group_identifier,alejandra guzman,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alejandra rios,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alejandra rios,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alejandra rodriguez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alejandra rodriguez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,alejandra rojas,answer_info.ans1,4,4
Race_ethnicity,group_identifier,alejandra rojas,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ali boushaki,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ali boushaki,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ali kassar,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ali kassar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ali mahmoudi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ali mahmoudi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ali najafi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ali najafi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amina al-fasi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amina al-fasi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amina al-masri,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amina khattab,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amina khattab,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amina mahmoudi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amina mahmoudi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amy chan,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amy chan,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy hanson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy hanson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy ho,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amy ho,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy hoffman,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy hoffman,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amy huynh,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy jensen,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy jensen,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy larson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy larson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy ryan,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy ryan,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy vang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,amy vang,answer_info.ans2,4,4
Race_ethnicity,group_identifier,amy weber,answer_info.ans1,4,4
Race_ethnicity,group_identifier,amy weber,answer_info.ans2,4,4
Race_ethnicity,group_identifier,andrea juarez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,andrea juarez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,andrew li,answer_info.ans1,4,4
Race_ethnicity,group_identifier,andrew li,answer_info.ans2,4,4
Race_ethnicity,group_identifier,andrew yang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,andrew yang,answer_info.ans1,4,4
Race_ethnicity,group_identifier,anne hansen,answer_info.ans0,4,4
Race_ethnicity,group_identifier,anne hansen,answer_info.ans2,4,4
Race_ethnicity,group_identifier,anne hoffman,answer_info.ans0,4,4
Race_ethnicity,group_identifier,anne hoffman,answer_info.ans2,4,4
Race_ethnicity,group_identifier,anne jensen,answer_info.ans1,4,4
Race_ethnicity,group_identifier,anne jensen,answer_info.ans2,4,4
Race_ethnicity,group_identifier,anne johnston,answer_info.ans1,4,4
Race_ethnicity,group_identifier,anne johnston,answer_info.ans2,4,4
Race_ethnicity,group_identifier,anne larson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,anne larson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,anne snyder,answer_info.ans0,4,4
Race_ethnicity,group_identifier,anne snyder,answer_info.ans1,4,4
Race_ethnicity,group_identifier,annie huang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,annie le,answer_info.ans0,4,4
Race_ethnicity,group_identifier,annie le,answer_info.ans2,4,4
Race_ethnicity,group_identifier,annie liu,answer_info.ans1,4,4
Race_ethnicity,group_identifier,annie liu,answer_info.ans2,4,4
Race_ethnicity,group_identifier,annie yang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,annie yang,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ayanna gaines,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ayanna gaines,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ayanna harris,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ayanna mack,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ayanna mack,answer_info.ans2,4,4
Race_ethnicity,group_identifier,blanca aguilar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,blanca guzman,answer_info.ans0,4,4
Race_ethnicity,group_identifier,blanca hernandez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,blanca hernandez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,blanca juarez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,blanca juarez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,blanca maldonado,answer_info.ans0,4,4
Race_ethnicity,group_identifier,blanca maldonado,answer_info.ans2,4,4
Race_ethnicity,group_identifier,blanca munoz,answer_info.ans2,4,4
Race_ethnicity,group_identifier,blanca vazquez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,brian larson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,brian larson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,brian olson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,brian olson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,brian wagner,answer_info.ans1,4,4
Race_ethnicity,group_identifier,brian wagner,answer_info.ans2,4,4
Race_ethnicity,group_identifier,brian walsh,answer_info.ans0,4,4
Race_ethnicity,group_identifier,brian walsh,answer_info.ans2,4,4
Race_ethnicity,group_identifier,camila soto,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos aguilar,answer_info.ans0,4,4
Race_ethnicity,group_identifier,carlos aguilar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,carlos contreras,answer_info.ans0,4,4
Race_ethnicity,group_identifier,carlos contreras,answer_info.ans1,4,4
Race_ethnicity,group_identifier,carlos gonzalez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,carlos gonzalez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos guzman,answer_info.ans0,4,4
Race_ethnicity,group_identifier,carlos guzman,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos juarez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,carlos juarez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos maldonado,answer_info.ans1,4,4
Race_ethnicity,group_identifier,carlos maldonado,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos ramirez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,carlos ramirez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,carlos vazquez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,dan chan,answer_info.ans0,4,4
Race_ethnicity,group_identifier,dan chan,answer_info.ans1,4,4
Race_ethnicity,group_identifier,dan kim,answer_info.ans1,4,4
Race_ethnicity,group_identifier,dan kim,answer_info.ans2,4,4
Race_ethnicity,group_identifier,dan liu,answer_info.ans0,4,4
Race_ethnicity,group_identifier,dan liu,answer_info.ans1,4,4
Race_ethnicity,group_identifier,dan pham,answer_info.ans0,4,4
Race_ethnicity,group_identifier,dan pham,answer_info.ans2,4,4
Race_ethnicity,group_identifier,dan vang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,darnell branch,answer_info.ans1,4,4
Race_ethnicity,group_identifier,darnell joseph,answer_info.ans1,4,4
Race_ethnicity,group_identifier,darnell joseph,answer_info.ans2,4,4
Race_ethnicity,group_identifier,darnell mack,answer_info.ans0,4,4
Race_ethnicity,group_identifier,darnell mack,answer_info.ans2,4,4
Race_ethnicity,group_identifier,darnell singleton,answer_info.ans2,4,4
Race_ethnicity,group_identifier,david huynh,answer_info.ans1,4,4
Race_ethnicity,group_identifier,david huynh,answer_info.ans2,4,4
Race_ethnicity,group_identifier,david li,answer_info.ans1,4,4
Race_ethnicity,group_identifier,david pham,answer_info.ans0,4,4
Race_ethnicity,group_identifier,david pham,answer_info.ans1,4,4
Race_ethnicity,group_identifier,david tran,answer_info.ans1,4,4
Race_ethnicity,group_identifier,david tran,answer_info.ans2,4,4
Race_ethnicity,group_identifier,deshawn banks,answer_info.ans2,4,4
Race_ethnicity,group_identifier,deshawn dorsey,answer_info.ans1,4,4
Race_ethnicity,group_identifier,deshawn dorsey,answer_info.ans2,4,4
Race_ethnicity,group_identifier,deshawn harris,answer_info.ans1,4,4
Race_ethnicity,group_identifier,deshawn harris,answer_info.ans2,4,4
Race_ethnicity,group_identifier,deshawn jefferson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,deshawn jefferson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,donald hansen,answer_info.ans1,4,4
Race_ethnicity,group_identifier,donald hansen,answer_info.ans2,4,4
Race_ethnicity,group_identifier,donald schneider,answer_info.ans0,4,4
Race_ethnicity,group_identifier,donald schneider,answer_info.ans2,4,4
Race_ethnicity,group_identifier,donald snyder,answer_info.ans0,4,4
Race_ethnicity,group_identifier,donald walsh,answer_info.ans0,4,4
Race_ethnicity,group_identifier,donald walsh,answer_info.ans2,4,4
Race_ethnicity,group_identifier,donald weber,answer_info.ans1,4,4
Race_ethnicity,group_identifier,donald weber,answer_info.ans2,4,4
Race_ethnicity,group_identifier,donna keller,answer_info.ans1,4,4
Race_ethnicity,group_identifier,donna keller,answer_info.ans2,4,4
Race_ethnicity,group_identifier,donna wagner,answer_info.ans1,4,4
Race_ethnicity,group_identifier,donna wagner,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ebony dorsey,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ebony dorsey,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ebony jackson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ebony jackson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ebony joseph,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ebony rivers,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ebony rivers,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ebony roberson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ebony singleton,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ebony singleton,answer_info.ans1,4,4
Race_ethnicity,group_identifier,elaine choi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,elaine choi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,elaine pham,answer_info.ans0,4,4
Race_ethnicity,group_identifier,elaine pham,answer_info.ans1,4,4
Race_ethnicity,group_identifier,eric huynh,answer_info.ans0,4,4
Race_ethnicity,group_identifier,eric huynh,answer_info.ans1,4,4
Race_ethnicity,group_identifier,esperanza alvarado,answer_info.ans0,4,4
Race_ethnicity,group_identifier,esperanza alvarado,answer_info.ans1,4,4
Race_ethnicity,group_identifier,esperanza maldonado,answer_info.ans0,4,4
Race_ethnicity,group_identifier,esperanza maldonado,answer_info.ans1,4,4
Race_ethnicity,group_identifier,fatima kassar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,fatima kassar,answer_info.ans2,4,4
Race_ethnicity,group_identifier,fatima mughrabi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,fatima mughrabi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,fatima qureshi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,fatima qureshi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,fatima safadi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,fatima safadi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,fatima sahraoui,answer_info.ans0,4,4
Race_ethnicity,group_identifier,fatima sahraoui,answer_info.ans2,4,4
Race_ethnicity,group_identifier,francisco hernandez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,francisco hernandez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,francisco jimenez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,francisco jimenez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,francisco juarez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,francisco rodriguez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,francisco rodriguez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,gary olson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,gary olson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,gary wagner,answer_info.ans0,4,4
Race_ethnicity,group_identifier,gary wagner,answer_info.ans2,4,4
Race_ethnicity,group_identifier,gary weber,answer_info.ans0,4,4
Race_ethnicity,group_identifier,gary weber,answer_info.ans2,4,4
Race_ethnicity,group_identifier,grace huang,answer_info.ans0,4,4
Race_ethnicity,group_identifier,grace huang,answer_info.ans1,4,4
Race_ethnicity,group_identifier,grace liu,answer_info.ans0,4,4
Race_ethnicity,group_identifier,grace liu,answer_info.ans1,4,4
Race_ethnicity,group_identifier,grace pham,answer_info.ans0,4,4
Race_ethnicity,group_identifier,grace pham,answer_info.ans2,4,4
Race_ethnicity,group_identifier,graciela aguilar,answer_info.ans0,4,4
Race_ethnicity,group_identifier,graciela aguilar,answer_info.ans1,4,4
Race_ethnicity,group_identifier,graciela alvarado,answer_info.ans1,4,4
Race_ethnicity,group_identifier,graciela alvarado,answer_info.ans2,4,4
Race_ethnicity,group_identifier,graciela juarez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,graciela juarez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,graciela rodriguez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,graciela rodriguez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,guadalupe contreras,answer_info.ans0,4,4
Race_ethnicity,group_identifier,guadalupe contreras,answer_info.ans1,4,4
Race_ethnicity,group_identifier,guadalupe maldonado,answer_info.ans0,4,4
Race_ethnicity,group_identifier,guadalupe maldonado,answer_info.ans2,4,4
Race_ethnicity,group_identifier,guadalupe mendez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,guadalupe mendez,answer_info.ans1,4,4
Race_ethnicity,group_identifier,guadalupe rodriguez,answer_info.ans0,4,4
Race_ethnicity,group_identifier,guadalupe rodriguez,answer_info.ans2,4,4
Race_ethnicity,group_identifier,hamza al-mutairi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,hamza al-mutairi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,hamza hosseini,answer_info.ans0,4,4
Race_ethnicity,group_identifier,hamza khattab,answer_info.ans0,4,4
Race_ethnicity,group_identifier,hamza khattab,answer_info.ans2,4,4
Race_ethnicity,group_identifier,hamza mahmoudi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,hamza mahmoudi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,hamza qureshi,answer_info.ans0,4,4
Race_ethnicity,group_identifier,hamza qureshi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,heather larson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,heather larson,answer_info.ans1,4,4
Race_ethnicity,group_identifier,heather schneider,answer_info.ans0,4,4
Race_ethnicity,group_identifier,heather schneider,answer_info.ans1,4,4
Race_ethnicity,group_identifier,hussein boushaki,answer_info.ans1,4,4
Race_ethnicity,group_identifier,hussein boushaki,answer_info.ans2,4,4
Race_ethnicity,group_identifier,hussein mughrabi,answer_info.ans1,4,4
Race_ethnicity,group_identifier,hussein mughrabi,answer_info.ans2,4,4
Race_ethnicity,group_identifier,imani dorsey,answer_info.ans0,4,4
Race_ethnicity,group_identifier,imani jefferson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,imani mack,answer_info.ans0,4,4
Race_ethnicity,group_identifier,imani mack,answer_info.ans2,4,4
Race_ethnicity,group_identifier,imani rivers,answer_info.ans0,4,4
Race_ethnicity,group_identifier,imani rivers,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ivory singleton,answer_info.ans1,4,4
Race_ethnicity,group_identifier,ivory singleton,answer_info.ans2,4,4
Race_ethnicity,group_identifier,ivory washington,answer_info.ans0,4,4
Race_ethnicity,group_identifier,ivory washington,answer_info.ans2,4,4
Race_ethnicity,group_identifier,jeffrey carlson,answer_info.ans0,4,4
Race_ethnicity,group_identifier,jeffrey carlson,answer_info.ans2,4,4
Race_ethnicity,group_identifier,jeffrey keller,answer_info.ans1,4,4
Race_ethnicity,group_identifier,jeffrey keller,answer_info.ans2,4,4
